make,model,colour,capacity,network,grade,condition,count
"Acer","Acer Aspire V5-571 15.6-inch Laptop - Silver (Intel Core i3 2365M 1.4GHz, 4GB RAM, 500GB HDD, DVDSM DL, LAN, WLAN, BT, Webcam, Integrated Graphics, Windows 8 64-bit)","Working","Grade A - Very Good Condition","4GB","Aluminium Silver","Not Applicable",1
